Year,Month,Date,Hours,Minutes,Name,Latitude,Longitude,Focal Depth (km),Magnitude,Deaths,Injuries,Damage
2000,6,4,16,28,"INDONESIA: SUMATRA: BENGKULU, ENGGANO",-4.721,102.087,33,7.9,103,2174,6
2000,6,6,2,41,"TURKEY: CERKES, CUBUK, ORTA",40.693,32.992,10,6,2,80,
2000,6,10,18,23,TAIWAN: NAN-TOU,23.843,121.225,33,6.4,2,36,
2000,7,6,19,30,NICARAGUA: MASAYA,11.884,-85.988,33,5.4,7,42,
2000,8,21,13,25,CHINA: YUNNAN PROVINCE: WUDING,25.826,102.194,33,4.2,1,406,43
2000,11,25,18,9,AZERBAIJAN: BAKU,40.245,49.946,50,6.8,31,430,
2000,12,15,16,44,TURKEY: AFYON-BOLVADIN,38.457,31.351,10,6,6,41,
2001,1,13,17,33,EL SALVADOR: DAMAGE & INJURIES IN EVERY DEPT.,13.049,-88.66,60,7.7,844,4723,753
2001,1,26,3,16,"INDIA: GUJARAT: BHUJ, AHMADABAD, RAJOKOT; PAKISTAN",23.419,70.232,16,7.7,20005,166836,2623
2001,2,13,14,22,EL SALVADOR: SAN JUAN TEPEZONTES-SAN VICENTE-COJUTEP,13.671,-88.938,10,6.6,315,3399,348.5
2001,2,23,0,9,"CHINA: SICHUAN PROVINCE: KANGDING, YAJIANG",29.513,101.129,33,5.6,3,109,
2001,2,28,18,54,"WASHINGTON: OLYMPIA, SEATTLE, TACOMA",47.149,-122.727,52,6.8,1,400,2000
2001,3,24,6,27,"JAPAN: HIROSHIMA, OKAYAMA, HONSHU, KAGAMA",34.083,132.526,50,6.8,2,161,500
2001,5,23,21,10,CHINA: YUNNAN: NINGLANG; SICHUAN: YANYUAN,27.689,101.003,33,5.5,2,605,36
2001,6,1,14,0,AFGHANISTAN: HINDU KUSH: PARVAN,35.169,69.389,62,5,4,20,
2001,6,23,20,33,"PERU: AREQUIPA, MOQUEGUA, TACNA, AYACUCHO",-16.265,-73.641,33,8.4,77,2713,
2001,7,7,9,38,"PERU: AREQUIPA, ARICA",-17.543,-72.077,33,7.6,1,30,
2001,8,9,2,6,PERU: ANTABAMA,-14.258,-72.683,33,5.8,4,15,
2001,10,27,5,35,CHINA: YUNNAN PROVINCE: YONGSHENG,26.316,100.648,10,5.6,1,220,
2002,1,9,6,45,TAJIKISTAN: ROGHUN,38.673,69.902,33,5.3,3,50,
2002,2,3,7,11,TURKEY: AFYON,38.573,31.271,5,6.5,44,318,
2002,2,17,13,3,IRAN: BAGHAN,28.093,51.755,33,5.4,1,30,
2002,3,5,21,16,PHILIPPINES: MINDANAO,6.033,124.249,31,7.5,15,100,1.714
2002,3,25,14,56,"AFGHANISTAN: HINDU KUSH: BAGHLAN, NAHRIN",36.062,69.315,8,6.1,1000,200,
2002,3,31,6,52,TAIWAN: TAIPEI,24.279,122.179,33,7.1,5,200,
2002,4,12,4,0,TAJIKISTAN; AFGHANISTAN: DO ABI-NAHRIN,39.959,69.417,10,5.9,50,150,
2002,4,24,10,51,BALKANS NW: KOSOVO; MACEDONIA: N,42.436,21.466,10,5.7,1,60,
2002,4,24,19,48,IRAN: WESTERN: KERMANSHAH,34.642,47.4,33,5.4,2,56,
2002,4,25,17,41,GEORGIA: TBILISI,41.765,44.96,10,4.3,5,52,
2002,6,22,2,58,IRAN: AB GARM-ABHAR-AVAJ-SHIRIN SU,35.626,49.047,10,6.5,261,1300,300
2002,9,6,1,21,ITALY: SICILY: PALERMO,38.381,13.701,5,6,2,20,500
2002,9,8,18,44,"PAPUA NEW GUINEA: KAIRIRU IS, MUSCHU IS, WEWAK",-3.26,142.94,13,7.6,4,70,
2002,10,10,10,50,"INDONESIA: NEW GUINEA: MANOKWARI, ORANSBARI, RANSIKI",-1.757,134.297,10,7.6,8,632,
2002,10,31,10,32,"ITALY: SAN GUILIANO DI PUGLIA, CAMPOBASSO",41.789,14.872,10,5.7,29,135,796
2002,11,1,22,9,PAKISTAN: GILGIT,35.517,74.654,33,5.4,11,40,
2002,11,2,1,26,INDONESIA: SUMATERA: SIMEULUE,2.824,96.085,30,7.3,3,65,
2002,11,20,21,32,"PAKISTAN: DASHKIN, DOIAN, MUSHKIN",35.414,74.515,33,6.3,19,40,
2003,1,22,2,6,"MEXICO: VILLA DE ALVAREZ, COLIMA, TECOMAN, JALISCO",18.77,-104.104,24,7.5,29,300,
2003,2,24,2,3,CHINA: S. XINJIANG: BACHU,39.61,77.23,11,6.3,261,4000,
2003,3,25,2,53,INDONESIA: FLORES: REO,-8.294,120.743,33,6.5,4,20,
2003,5,1,0,27,TURKEY: BINGOL,39.007,40.464,10,6.4,177,521,
2003,5,4,15,44,CHINA: S. XINJIANG: YOPURGA,39.43,77.219,10,5.8,1,3,
2003,5,21,18,44,"ALGERIA: ALGIERS, BOUMERDES, REGHIA, THENIA",36.964,3.634,12,6.8,2266,10261,5000
2003,5,26,19,23,"INDONESIA: MOROTAI, BEREBERE, DARUBA",2.354,128.855,31,7,1,7,
2003,5,27,17,11,"ALGERIA: ALGIERS, BOUMERDES, REGHAIA",36.939,3.578,8,5.7,9,200,
2003,7,10,17,6,IRAN: SOUTHERN: GAJJIABAD,28.355,54.169,10,5.8,1,25,
2003,7,21,15,16,CHINA: YUNNAN PROVINCE,25.975,101.29,10,5.9,16,584,75
2003,7,26,23,18,BANGLADESH: RANGAMATI,22.854,92.306,10,5.7,2,25,
2003,8,16,10,58,"CHINA: NEI MONGOL: LINDONG, TIANSHAN",43.77,119.643,24,5.4,4,1000,
2003,9,22,4,45,"DOMINICAN REPUBLIC: PUERTO PLATA, SANTIAGO",19.777,-70.673,10,6.4,3,15,
2003,9,27,11,33,"RUSSIA: KOSH-AGACH, UST'-ULAGAN, ONGUDAI, SHEBALINO",50.038,87.813,16,7.3,3,5,10.6
2003,10,16,12,28,CHINA: YUNNAN PROVINCE: DAYAO,25.954,101.254,33,5.6,3,32,
2003,10,25,12,41,"CHINA: GANSU PROVINCE: MINLE, SHANDAN",38.4,100.951,10,5.8,9,43,40
2003,11,13,2,35,"CHINA: GANSU PROVINCE: JONE, LINTAN, MINXIAN",34.712,103.834,10,5.1,1,30,
2003,11,14,18,49,"CHINA: YUNNAN PROVINCE: LUDIAN, ZHAOTONG",27.372,103.971,33,5.6,4,65,
2003,11,18,17,14,PHILIPPINES: SAMAR: CAN-AVID,12.025,125.416,35,6.5,1,21,
2003,12,1,1,38,CHINA: XINJIANG: ZHAOSU,42.905,80.515,10,6,11,47,
2003,12,22,19,15,"CALIFORNIA: PASO ROBLES,TEMPLETON,ATASCADERO",35.706,-121.102,8,6.6,2,40,300
2003,12,25,7,11,PANAMA-COSTA RICA: PUERTO ARMUELLES,8.416,-82.824,33,6.5,2,75,
2003,12,26,1,56,"IRAN: SOUTHEASTERN: BAM, BARAVAT",28.995,58.311,10,6.6,31000,30000,32.7
2004,1,1,20,59,"INDONESIA: BALI, LOMBOK",-8.31,115.788,45,5.8,1,29,12
2004,2,5,21,5,INDONESIA: NABIRE,-3.615,135.538,17,7,37,682,1
2004,2,14,10,30,"PAKISTAN: BALAKOT, BATGRAM, MANSEHRA",34.774,73.216,11,5.4,24,40,
2004,2,16,14,44,INDONESIA: SUMATRA: PADANGPANJANG,-0.466,100.655,56,5.1,5,7,
2004,2,24,2,27,"MOROCCO: AL HOCEIMA, IMZOURENE, BENI ABDALLAH",35.142,-3.997,0,6.4,628,926,400
2004,4,5,21,24,"AFGHANISTAN: HINDU KUSH: KABUL, SAMANGAN; PAKISTAN",36.512,71.029,187,6.5,3,5,
2004,5,1,7,56,TAIWAN: HUALIEN: TAROKO GORGE NATIONAL PARK,24.081,121.611,45,5.2,2,1,
2004,5,8,20,11,PAKISTAN: QUETTA,30.126,67.121,10,4.5,1,30,
2004,5,28,12,38,"IRAN: MAZANDARAN, QAZVIN, TEHRAN",36.29,51.61,17,6.3,35,400,165
2004,7,1,22,30,TURKEY: DOGUBEYAZIT,39.766,43.979,5,5.1,18,21,
2004,7,12,13,4,"SLOVENIA: BOVEC, KOBARID",46.296,13.641,8,5.2,1,5,
2004,7,18,4,22,"NEW ZEALAND: NORTH ISLAND: ROTORUA, TAURANGA",-38,176.51,5,5.4,1,2,
2004,7,18,8,31,AFGHANISTAN: PAKTIA PROVINCE,33.426,69.524,10,5.2,2,40,
2004,7,30,7,14,TURKEY: DOGUBEYAZIT,39.634,43.966,5,4,1,5,
2004,8,10,10,26,CHINA: YUNNAN PROVINCE: LUDIAN,27.266,103.873,6,5.4,4,600,50
2004,8,11,15,48,"TURKEY: ELAZIG, SIVRICE",38.377,39.261,7,5.7,1,11,
2004,10,23,8,56,JAPAN: HONSHU: NIIGATA PREFECTURE,37.226,138.779,16,6.6,40,3183,28000
2004,11,11,21,26,INDONESIA: KEPULAUAN ALOR,-8.152,124.868,10,7.5,34,400,
2004,11,21,11,41,"GUADELOUPE: BASSE-TERRE, LES SAINTES",15.679,-61.706,14,6.3,1,12,
2004,11,26,2,25,INDONESIA: NABIRE,-3.609,135.404,10,7.1,32,130,55
2005,1,23,20,10,INDONESIA: SULAWESI: PALU,-1.198,119.933,11,6.3,1,4,
2005,1,25,16,44,TURKEY: HAKKARI,37.622,43.703,41,5.9,2,22,
2005,2,22,2,25,IRAN: KERMAN PROVINCE: ZARAND,30.754,56.816,14,6.4,612,1411,
2005,3,9,10,15,"SOUTH AFRICA: KLERKSDORP, STILFONTEIN",-26.913,26.789,5,4.3,2,58,
2005,3,20,1,53,"JAPAN: KYUSHU: FUKUOKA, GENKAI",33.807,130.131,10,6.6,1,500,
2005,3,28,16,9,INDONESIA: SUMATERA: SW,2.085,97.108,30,8.6,1303,340,
2005,6,13,22,44,CHILE: TARAPACA,-19.987,-69.197,116,7.7,11,200,
2005,7,25,15,43,CHINA: DAQING,46.827,125.058,48,4.7,1,12,
2005,9,26,1,55,"PERU: LAMAS, CHACHAPOYAS, MOYOBAMBA, TARAPOTA",-5.678,-76.398,115,7.5,5,60,
2005,10,8,3,50,"PAKISTAN: MUZAFFARABAD, URI, ANANTNAG, BARAMULA",34.539,73.588,26,7.6,76213,146599,6680
2005,10,20,21,40,TURKEY: IZMIR,38.152,26.751,10,5.9,1,15,
2005,10,27,11,18,CHINA: GUANGXI PROVINCE,23.604,107.798,10,4.2,1,1,
2005,11,26,0,49,"CHINA: JIANGXI: JIUJIANG, RUICHANG",29.695,115.689,10,5.2,16,8000,
2005,11,27,10,22,"IRAN: QESHM, ZIRANG",26.774,55.858,10,6,13,100,
2005,12,12,21,47,"AFGHANISTAN: TILI, JALALABAD, BADAKHSHAN",36.357,71.093,225,6.5,5,1,
2005,12,14,7,9,"INDIA: JAUSARI, CHAMOLI, NANDPRAYAG",30.476,79.255,44,5.3,1,4,
2006,2,14,0,55,INDIA: SIKKIM,27.382,88.388,30,5.3,2,2,
2006,2,22,22,19,MOZAMBIQUE,-21.324,33.583,11,7,4,36,
2006,3,10,7,50,PAKISTAN: MIRPUR DISTRICT,33.129,73.887,10,4.9,1,22,
2006,3,20,19,44,ALGERIA: NORTHERN,36.623,5.328,10,4.9,4,9,
2006,3,25,7,28,IRAN: SOUTHERN,27.574,55.685,18,5.9,1,1,
2006,3,31,1,17,"IRAN: WESTERN: BORUJERD, DORUD",33.5,48.78,7,6.1,70,1300,
2006,5,26,22,53,"INDONESIA: JAVA: BANTUL, YOGYAKARTA",-7.961,110.446,13,6.3,5749,38568,3100
2006,6,3,7,15,IRAN: SOUTHERN: QESHM,26.759,55.843,5,5.1,2,4,
2006,7,22,1,10,CHINA: YANJIN,27.995,104.138,56,4.9,22,106,
2006,7,29,0,11,TAJIKISTAN: PANJ-QUMSANGIR,37.255,68.828,34,5.6,3,19,
2006,8,25,5,51,CHINA: SICHUAN PROVINCE,28.012,104.151,22,4.6,1,31,
2006,12,1,14,1,INDONESIA: SUMABAWA: BIMA,-8.251,118.777,43,6.3,1,14,
2006,12,17,21,39,"INDONESIA: SUMATERA: NORTHERN, MUARASIPONGI",0.626,99.859,30,5.8,7,100,
2006,12,26,12,26,TAIWAN: PINGTUNG,21.799,120.547,10,7,2,40,
2007,1,21,11,27,INDONESIA: MOLUCCA ISLANDS: N,1.065,126.282,22,7.5,4,4,
2007,3,6,3,49,INDONESIA: SUMATRA: SOUTHERN,-0.493,100.498,19,6.4,67,826,
2007,3,25,0,41,JAPAN: HONSHU: W COAST,37.336,136.588,8,6.7,1,150,
2007,6,2,21,34,CHINA: YUNNAN PROVINCE: NING'ER,23.028,101.052,5,6.1,3,329,310
2007,7,16,1,13,JAPAN: HONSHU: W COAST,37.57,138.478,10,6.6,9,1088,12500
2007,8,2,2,37,RUSSIA: TATAR STRAIT,47.116,141.798,5,6.2,2,12,
2007,8,15,23,40,"PERU: ICA, PISCO, LIMA",-13.386,-76.603,39,8,514,1090,
2007,8,17,0,38,UTAH,39.464,-111.207,0,1.6,3,6,
2007,9,12,11,10,INDONESIA: SUMATRA,-4.438,101.367,34,8.4,25,161,
2007,10,26,6,50,PAKISTAN: GHANCHE,35.304,76.753,10,4.8,1,12,
2007,11,6,9,38,INDIA: GUJARAT,21.181,70.724,10,5.1,1,5,
2007,11,14,15,40,"CHILE: TOCOPILLA, MARIA ELENA",-22.247,-69.89,40,7.7,2,65,
2007,11,29,19,0,MARTINIQUE,14.944,-61.274,156,7.4,1,102,
2007,12,9,2,3,BRAZIL: MINAS GERAIS,-15.048,-44.231,10,4.6,1,6,
2008,1,22,17,14,INDONESIA: SUMATRA: NIAS ISLAND: GUNUNGSITOLI,1.011,97.442,20,6.1,1,5,
2008,2,3,7,34,CONGO: BUKAVU,-2.296,28.9,10,5.9,38,717,
2008,2,6,6,9,INDIA: WEST BENGAL,23.433,87.111,10,4.3,1,50,
2008,2,14,2,7,RWANDA: GISENYI,-2.404,28.918,10,4.9,1,109,
2008,2,20,8,8,INDONESIA: SUMATERA: ACEH PROVINCE,2.768,95.964,26,7.4,3,25,
2008,5,12,6,28,CHINA: SICHUAN PROVINCE,31.002,103.322,19,7.9,87652,374171,86000
2008,5,25,8,21,CHINA: SICHUAN PROVINCE,32.57,105.424,10,6,8,927,
2008,6,6,20,2,ALGERIA: ORAN,35.883,-0.658,4,5.5,1,30,
2008,6,8,12,25,"GREECE: ACHAIA, ILEIA",37.963,21.525,16,6.3,2,240,
2008,6,13,23,43,JAPAN: HONSHU: TOKYO,39.03,140.881,8,6.9,13,357,
2008,7,23,15,26,JAPAN: HONSHU: N,39.802,141.464,108,6.8,1,200,
2008,7,24,7,9,CHINA: SICHUAN PROVINCE,32.747,105.542,10,5.6,1,17,
2008,8,5,9,49,CHINA: SICHUAN PROVINCE,32.756,105.494,6,6,4,29,
2008,8,21,12,24,CHINA: YUNNAN PROVINCE,25.044,97.684,1,6,5,127,
2008,8,30,8,30,CHINA: SICHUAN PROVINCE,26.272,101.937,17,5.9,43,589,
2008,9,10,11,0,IRAN: HORMOZGAN PROVINCE,26.743,55.828,12,6.1,7,45,
2008,9,16,21,47,INDIA: MAHARASHTRA,17.438,73.915,10,5,1,20,
2008,10,5,15,52,KYRGYZSTAN: NURA,39.533,73.824,27,6.6,74,140,
2008,10,6,8,30,CHINA: TIBET (XIZANG PROVINCE),29.807,90.35,12,6.3,9,19,
2008,10,11,9,6,RUSSIA: CAUCASUS: CHECHNYA,43.372,46.254,16,5.7,13,100,
2008,10,28,23,9,PAKISTAN: QUETTA,30.639,67.351,15,6.4,166,370,
2008,11,16,17,2,INDONESIA: MINAHASSA PENINSULA,1.271,122.091,30,7.3,6,77,
2008,12,9,18,53,CHINA: SICHUAN PROVINCE,32.518,105.395,25,4.5,2,3,
2009,1,3,19,43,PAPUA NEW GUINEA: NEAR NORTH COAST,-0.414,132.885,17,7.6,5,250,
2009,1,8,19,21,COSTA RICA: LA PAZ,10.165,-84.197,14,6.1,23,100,
2009,4,6,1,32,ITALY: L'AQUILA,42.334,13.334,9,6.3,309,1500,2500
2009,4,16,21,27,AFGHANISTAN: NANGARHAR,34.185,70.076,6,5.4,19,51,
2009,5,28,8,24,HONDURAS: NORTHERN; BELIZE,16.72,-86.236,10,7.3,7,40,
2009,8,8,13,26,CHINA: CHONGQING PROVINCE: RONGCHANG,29.358,105.438,10,3.4,2,1,
2009,8,10,20,7,JAPAN: HONSHU: S COAST,34.743,138.264,40,6.4,1,123,
2009,9,2,7,55,INDONESIA: JAVA,-7.782,107.297,46,7,81,1297,
2009,9,30,10,16,INDONESIA: SUMATRA: PADANG,-0.72,99.867,81,7.5,1117,1214,2200
2009,11,8,19,41,INDONESIA: SUMABAWA: BIMA,-8.207,118.631,18,6.6,2,200,2.43
2009,12,6,21,51,SOUTH AFRICA: CARLETONVILLE,-26.414,27.494,2,3.5,2,3,
2009,12,8,3,8,MALAWI: KARONGA,-9.948,33.878,8,5.9,1,15,
2009,12,19,23,19,MALAWI: KARONGA,-10.108,33.818,6,6,3,250,
2010,1,10,0,25,INDONESIA: JAVA: GARUT,-7.907,107.879,65,5.1,1,2,
2010,1,12,21,53,HAITI: PORT-AU-PRINCE,18.457,-72.533,13,7,316000,30000,8000
2010,1,17,9,37,CHINA: GUIZHOU PROVINCE,25.558,105.804,27,4.4,7,9,
2010,1,30,21,36,CHINA: SICHUAN PROVINCE: MOXI,30.268,105.668,10,4.7,1,15,
2010,2,27,6,34,"CHILE: MAULE, CONCEPCION, TALCAHUANO",-36.122,-72.898,23,8.8,402,12000,30000
2010,2,27,15,45,ARGENTINA: SALTA,-24.872,-65.602,10,6.3,2,2,
2010,3,8,2,32,"TURKEY: ELAZIG PROVINCE: OKCULAR, YUKARI DEMIRCI",38.864,39.986,12,6.1,51,100,
2010,4,4,22,40,MEXICO: BAJA CALIFORNIA,32.297,-115.278,4,7.2,2,233,1150
2010,4,13,23,49,CHINA: QINGHAI PROVINCE: YUSHU,33.165,96.548,17,6.9,2220,12135,500
2010,4,18,20,28,AFGHANISTAN: SAMANGAN PROVINCE,35.633,67.658,13,5.6,11,70,
2010,5,14,12,29,ALGERIA: NORTHERN: BENI YELLMAN,35.9,4.12,2,5.2,2,43,
2010,7,20,19,38,IRAN: FARSINAJ,27.022,53.861,10,5.8,1,32,
2010,8,27,19,23,IRAN: DAMGHAN-TORUD,35.49,54.47,7,5.7,3,200,
2010,9,27,11,22,IRAN: SHIRAZ,29.647,51.665,27,5.8,1,3,
2010,10,10,21,44,"PAKISTAN: KHANPUR, HARIPUR",33.869,72.887,33,5.2,1,15,
2010,11,3,0,56,BALKANS NW: SERBIA: KRALJEVO,43.76,20.673,1,5.5,2,100,
2010,12,20,18,41,IRAN: KERMAN,28.412,59.18,12,6.5,7,25,
2011,2,21,23,51,"NEW ZEALAND: CHRISTCHURCH, LYTTELTON",-43.583,172.68,6,6.1,181,1500,15000
2011,3,10,4,58,CHINA: YUNNAN PROVINCE: PINGYUAN,24.719,97.969,26,5.5,25,250,
2011,3,11,5,46,JAPAN: HONSHU,38.297,142.372,30,9.1,1475,6157,4401.709
2011,3,24,13,55,MYANMAR: TACHILEK,20.687,99.822,8,6.8,75,123,3.6
2011,4,7,14,32,JAPAN: NEAR E COAST HONSHU,38.276,141.588,42,7.1,3,132,
2011,5,19,21,12,TURKEY: SIMAV,39.12,29.04,7,4.3,2,125,
2011,6,13,2,20,NEW ZEALAND: SOUTH ISLAND: CANTERBURY,-43.564,172.743,6,6,1,45,3000
2011,7,19,19,35,"UZBEKISTAN: FARGONA, VIOLYATI",40.081,71.41,20,6.1,14,86,
2011,9,18,12,40,INDIA: SIKKIM,27.73,88.155,50,6.9,111,177,22.3
2011,10,23,10,41,"TURKEY: ERCIS, VAN",38.722,43.513,16,7.1,604,2608,1500
2011,10,28,18,54,PERU: SAN VICENTE DE CANETE,-14.438,-75.966,24,6.9,1,103,
2011,12,11,1,47,MEXICO: GUERRERO,17.844,-99.963,54,6.4,2,5,
2012,2,6,3,49,PHILIPPINES: NEGROS ORIENTAL PROVINCE,9.999,123.206,11,6.7,51,112,15
2012,3,20,18,2,"MEXICO: GUERRERO, OAXACA",16.493,-98.231,20,7.4,2,13,
2012,3,25,22,37,"CHILE: PARRAL, SANTIAGO",-35.2,-72.217,41,7.2,1,14,
2012,4,11,8,38,INDONESIA: N SUMATRA: OFF WEST COAST,2.327,93.063,20,8.6,10,12,
2012,5,29,7,0,"ITALY: EMILIA ROMAGNA: MEDOLLA, MIRANDOLA, CAVEZZO",44.851,11.086,10,5.9,17,350,15800
2012,6,11,5,29,AFGHANISTAN: HINDU KUSH,36.023,69.351,16,5.8,75,13,
2012,6,24,7,59,CHINA: YUNNAN AND SICHUAN PROVINCES,27.767,100.781,10,5.5,4,394,
2012,7,20,12,11,CHINA: JIANGSU PROVINCE,32.978,119.593,10,4.9,1,2,
2012,8,11,12,23,"IRAN: AHAR, HARIS, VARZAGAN",38.329,46.826,11,6.5,306,3000,
2012,8,18,9,41,"INDONESIA: SULAWESI: SIGI, PARIGI MOUNTONG",-1.315,120.096,10,6.3,6,43,
2012,8,31,12,47,"PHILIPPINES: CAGAYAN DE ORO, TACLOBAN",10.811,126.638,28,7.6,1,1,0.3
2012,9,5,14,42,COSTA RICA: NICOYA,10.085,-85.315,35,7.6,2,20,
2012,9,7,3,19,CHINA: YUNNAN PROVINCE: ZHAOTONG: YILIANG,27.575,103.983,10,5.6,81,821,1000
2012,11,7,16,35,"GUATEMALA: SAN MARCOS, SAN CRISTOBAL COCHU",13.988,-91.895,24,7.3,48,155,
2012,11,11,1,12,MYANMAR (BURMA): SHWEBO,23.005,95.885,14,6.8,26,230,
2012,12,5,17,8,IRAN: KHORASAN PROVINCE,33.506,59.571,14,5.7,8,12,
2013,1,21,22,22,INDONESIA: SUMATERA: N,4.927,95.907,12,6.1,1,15,
2013,3,27,2,3,"TAIWAN: NANTOU COUNTY, TAIPEI",23.828,121.215,19,6,1,86,1.128
2013,4,9,11,52,"IRAN: BUSHEHR PROVINCE: SHANBE, KAKI, SENA",28.428,51.593,12,6.3,37,850,
2013,4,16,10,44,IRAN; PAKISTAN: MASHKAL,28.033,61.996,80,7.7,40,300,
2013,4,18,0,50,TEXAS: WEST,31.817,-97.088,0,2.1,14,200,100
2013,4,20,0,2,CHINA: SICHUAN PROVINCE: LONGMEN,30.308,102.888,14,6.6,196,11470,
2013,4,24,9,25,AFGHANISTAN: KAMA,34.526,70.22,64,5.5,18,141,
2013,5,1,6,57,"INDIA: KASHMIR: DODA, KISHTWAR, RAMBAN",33.061,75.863,15,5.7,3,90,19.5
2013,5,11,2,8,IRAN: HORMOZGAN: BASHAGARD,26.56,57.77,15,6.1,2,20,
2013,6,2,5,43,TAIWAN: JENAI,23.789,121.141,17,6.3,4,21,
2013,7,2,7,37,INDONESIA: BANDA ACEH,4.645,96.665,13,6.1,42,2500,
2013,7,21,23,45,"CHINA: GANSU: DINGXI, MIN",34.512,104.262,8,6,94,1001,1968
2013,8,31,0,5,CHINA: YUNNAN PROVINCE: BENZILAN,28.243,99.35,8,5.8,5,24,
2013,9,7,0,13,"GUATEMALA: COATEPEQUE, QUETZALTENANGO",14.606,-92.121,66,6.4,1,11,
2013,9,24,11,30,"PAKISTAN: AWARAN, KECH",26.951,65.501,15,7.7,825,619,
2013,9,28,7,34,PAKISTAN: AWARAN,27.183,65.505,12,6.8,22,50,
2013,10,15,0,12,"PHILIPPINES: BOHOL, CEBU, SIQUIJOR IS",9.88,124.117,19,7.1,222,976,51.8
2013,10,22,5,40,INDONESIA: BANDA ACEH,5.103,95.971,10,5.5,1,2,
2013,11,28,13,51,IRAN: BORAZJAN,29.275,51.313,4,5.7,8,200,
2014,1,2,3,13,IRAN: BASTAK,27.15,54.448,8,5.3,1,30,
2014,4,10,23,27,"NICARAGUA: NAGAROTE, MANAGUA",12.403,-86.378,13,6.1,2,250,3
2014,5,5,11,8,THAILAND: CHIANG RAI,19.656,99.67,6,6.1,1,32,62
2014,5,8,22,52,PAKISTAN: NAWABSHAH,26.387,68.358,15,4.5,2,70,
2014,5,24,9,25,"GREECE, TURKEY",40.24,25.33,23,6.9,3,266,450
2014,7,7,11,23,MEXICO; GUATEMALA: SAN MARCOS,14.728,-92.578,67,6.9,3,33,
2014,7,29,10,46,MEXICO: OAXACA,17.682,-95.653,107,6.3,1,1,
2014,8,1,4,11,ALGERIA: ALGIERS,36.841,3.301,30,5.5,6,420,
2014,8,3,8,30,"CHINA: YUNNAN: LUDIAN: LONGTOUSHAN, ZHAOTONG",27.189,103.409,12,6.2,615,3143,
2014,8,5,10,23,SOUTH AFRICA: ORKNEY,-26.99,26.705,5,5.5,1,17,
2014,8,12,19,58,ECUADOR: QUITO,-0.018,-78.322,12,5.1,2,8,
2014,8,24,10,20,"CALIFORNIA: NAPA, VALLEJO",38.216,-122.312,11,6.1,1,257,700
2014,9,28,2,35,PERU: PARURO PROVINCE,-13.843,-71.695,10,5.1,8,6,
2014,10,7,13,50,CHINA: YUNNAN PROVINCE: YONGPING,23.383,100.47,9,6.1,1,323,
2014,11,22,8,55,CHINA: SICHUAN PROVINCE: GARZE,30.34,101.737,9,5.9,5,65,
2014,12,6,10,20,CHINA: YUNNAN PROVINCE: YONGPING,23.358,100.533,10,5.6,1,15,
2015,2,21,21,21,BALKANS NW: BOSNIA-HERZEGOVINA:,44.534,18.934,7,3.6,4,1,
2015,3,14,6,14,CHINA: ANHUI PROVINCE: FUYANG,33.15,115.8,10,4.6,2,13,
2015,4,20,1,42,TAIWAN: TAIPEI,24.203,122.316,29,6.4,1,1,
2015,4,25,6,12,NEPAL: KATHMANDU; INDIA; CHINA; BANGLADESH,28.231,84.731,8,7.8,8200,17866,10000
2015,5,12,7,6,NEPAL: DOLAKHA,27.809,86.066,15,7.3,117,2800,
2015,7,3,1,7,CHINA: S. XINJIANG: HOTAN,37.6,78.2,10,6.4,3,263,
2015,7,24,20,59,PAKISTAN: ABBOTTABAD,33.856,73.193,17,5.1,3,1,
2015,8,7,1,25,RWANDA: BUKAVU,-2.141,28.897,11,5.8,3,30,
2015,9,16,22,55,CHILE: CENTRAL,-31.573,-71.674,22,8.3,7,14,600
2015,10,17,11,33,ARGENTINA: GALPON,-25.442,-64.632,33,5.8,2,30,
2015,10,26,9,9,AFGHANISTAN: HINDU KUSH,36.524,70.368,231,7.5,399,1770,109
2015,11,17,7,10,"GREECE: LEFKADA, KEFALONIA, ITHACA",38.67,20.6,11,6.5,2,4,
2015,11,22,20,38,VENEZUELA: MERIDA,8.48,-71.42,5,5.1,1,3,
2015,12,25,19,14,AFGHANISTAN; PAKISTAN,36.494,71.126,206,6.3,4,97,
2016,1,3,23,5,INDIA: IMPAHL,24.804,93.651,55,6.7,13,100,75
2016,1,16,23,22,"INDONESIA: MALUKU: BURU, AMBALAU ISLAND",-3.873,127.229,4,5.6,1,22,
2016,1,25,4,23,MOROCCO: MELILLA,35.649,-3.682,12,6.3,1,26,
2016,2,5,19,57,TAIWAN: TAINAN,22.97,120.46,10,6.4,117,525,700
2016,4,10,10,29,AFGHANISTAN: KHYBER PAKHTUNKHWA,36.473,71.131,212,6.6,6,5,
2016,4,13,13,55,INDIA: ASSAM; BANGLADESH,23.094,94.865,136,6.9,2,170,
2016,4,15,16,25,"JAPAN: KUMAMOTO, OITA",32.791,130.754,10,7,50,1500,20000
2016,4,16,23,58,"ECUADOR: NEAR WEST COAST: MANABI, ESMERALDAS",0.35,-80.16,17,7.8,663,6274,3300
2016,5,18,16,47,ECUADOR: MANABI PROVINCE,0.495,-79.616,30,6.9,1,162,
2016,6,1,22,56,INDONESIA: SUMATRA: PESISIR SELATAN,-2.097,100.665,50,6.6,1,30,
2016,8,15,2,58,PERU: AREQUIPA,-15.64,-71.68,8,5.5,9,68,
